"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C1";"C_0805";1;"10u";;;
2;"D1";"LED_Cree-PLCC4_3.2x2.8mm_CCW";1;"";;;
3;"P1";"Pin_Header_Straight_1x04_Pitch2.54mm";1;"";;;
4;"Q1";"SOT-23";1;"";;;
5;"R1";"R_0805";1;"1M";;;
6;"R2";"R_0805";1;"95";;;
7;"R3";"R_0805";1;"";;;
8;"R4";"R_0805";1;"145";;;
9;"U1";"PNJ4K01F";1;"PNJ4K01F";;;
